Path,Name,ExactName,Features,Options,Occupied,Virtual,HomoOrbital,Dipole,Energy,Excited,Time
,4ge_CPC_C_4ge,4geA_CPC_C_4geA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.8254130564,-1.9496956535,150,2.1603,-7621.5340756,---,26.9333333333
,E_TON_E_E,E_TON_E_E_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.1040576271,-2.4843993463,65,0.0006,-871.7646385,---,3.1666666667
,444d_TON_A_444d,4aa4aa4ddA_TON_A_4aa4aa4ddA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.7829632976,-2.5526999198,185,0.0019,-2322.5238401,---,31.1333333333
,C_CPC_4hd_C,C_CPC_4hdA_C_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.2752172316,-2.1467060726,142,3.7234,-6968.0638065,---,37.2166666667
,A_TON_44a_A,A_TON_4aa4aaA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.3279889595,-2.022894276,121,0.0016,-1491.4179086,---,5.7
,9_CSP_A_A,9A_CSP_A_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.1685302501,-1.9692878498,93,4.4154,-2565.9714036,---,5.1666666667
,A_TON_4a_A,A_TON_4aaA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.5987422289,-1.8517346716,81,0.0013,-1029.307187,---,4.9
,A_CON_444g_A,A_CON_4aa4aa4ggA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.4621410819,-1.8797623969,193,2.2928,-3546.2730533,---,52.7333333333
,44b_CSP_A_44b,4aa4bbA_CSP_A_4aa4bbA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.6196949945,-2.3178656771,166,1.9398,-4548.9359676,---,53.3
,444h_CSP_A_444h,4aa4aa4hhA_CSP_A_4aa4aa4hhA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-4.7483864833,-2.1363657467,193,5.4903,-3394.0835423,---,31.8166666667
,A_TNP_A_A,A_TNP_A_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.0351944692,-1.1246464949,49,0.0009,-1100.6731153,---,0.6666666667
,A_TON_555g_A,A_TON_5aa5aa5ggA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-4.8019929095,-2.4019488532,199,0.0022,-5470.8082211,---,7.1166666667
,A_CON_5555f_A,A_CON_5aa5aa5aa5ffA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-4.4596737006,-2.2326940456,225,1.6853,-5282.5598409,---,10.2666666667
,A_TSP_A_4,A_TSP_A_4aaA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.5595578361,-2.2199046952,77,0.1056,-2017.39079,---,2.6333333333
,44e_TSP_A_44e,4aa4eeA_TSP_A_4aa4eeA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.4395556333,-2.3020830744,161,0.0033,-3015.137192,---,28.3333333333
,A_CSP_5555e_A,A_CSP_5aa5aa5aa5eeA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.1059440672,-2.1551416016,249,1.2927,-6505.4059814,---,75.0833333333
,7_TON_6_7,7aaA_TON_6aaA_7aaA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.4934341734,-2.2601775433,167,0.0011,-2061.868233,---,7.9833333333
,A_TON_4b_A,A_TON_4bbA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.4512748852,-1.7935023101,110,0.2521,-2867.677716,---,27.9833333333
,A_CSP_A_8,A_CSP_A_8A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.9739872123,-3.0114838516,77,3.2189,-2081.4689904,---,2.95
,H_TON_G_H,H_TON_G_H_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.1260804913,-0.4242254744,65,1.6146,-1474.2968204,---,1.7
,3333_TON_A_3333,3333A_TON_A_3333A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.0431041273,-3.076519059,89,0.0009,-1176.4323348,---,31.0333333333
,44g_TSP_A_44g,4aa4ggA_TSP_A_4aa4ggA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.4833659613,-2.3301107998,169,0.0042,-4303.2974704,---,34.7833333333
,3_CSP_3_n2,3_CSP_A_3_n2_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.6509880859,-3.083321905,137,3.6812,-3876.084422,---,13.0666666667
,A_TSN_666d_A,A_TSN_6aa6aa6ddA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.279571053,-2.796786033,193,0.0063,-3064.6588025,---,74.2333333333
,F_TON_D_F,F_TON_D_F_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.8077440137,-2.7053557832,61,0.0007,-902.1216209,---,0.9333333333
,A_TON_44c_A,A_TON_4aa4ccA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.7892219159,-1.9948665507,186,0.0022,-11775.8355016,---,63.3166666667
,A_COP_666c_A,A_COP_6aa6aa6ccA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.0186138818,-2.3733769001,234,0.7294,-12907.3435481,---,59.2333333333
,A_CON_A_3,A_CON_A_3A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.4436556977,-1.7382632009,47,2.3908,-643.3380699,---,1.2166666667
,66d_TON_A_66d,6aa6ddA_TON_A_6aa6ddA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.4907313918,-3.2340729716,145,0.0028,-1924.5304739,---,6.15
,A_CPC_6e_A,A_CPC_6eeA_A_n1_m1_x1_y1_z1,,---,-3.7208846288,-2.9048152269,113,1.9457,---,---,16.0333333333
,5555d_CON_A_5555d,5aa5aa5aa5ddA_CON_A_5aa5aa5aa5ddA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.460236285,-3.0014156396,233,1.9002,-5350.6809078,---,10.8666666667
,A_CSP_444a_A,A_CSP_4aa4aa4aaA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.438467178,-1.7015278327,177,0.2725,-3172.6693283,---,58.45
,C_CPC_4ad_C,C_CPC_4adA_C_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.3876002469,-2.1306513561,134,2.6627,-6857.3489896,---,27.7166666667
,A_TOP_666g_A,A_TOP_6aa6aa6ggA_A_n1_m1_x1_y1_z1,,---,-4.3785837767,-3.0808728805,201,0.0042,---,---,5.6666666667
,444g_TSP_A_444g,4aa4aa4ggA_TSP_A_4aa4aa4ggA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.4172422986,-2.3249406369,209,0.0071,-4765.4133841,---,48.8
,4fg_CPC_C_4fg,4fgA_CPC_C_4fgA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.6722129653,-1.8558163792,146,1.8572,-7619.6838063,---,36.7
,D_TON_A_D,D_TON_A_D_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-7.3982310435,-3.1317581683,53,0.0007,-751.6592733,---,0.6166666667
,8_TON_2_8,8A_TON_2A_8A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.0820164062,-3.2457738666,95,0.0027,-1312.2605511,---,10.6
,C_CPC_4ch_C,C_CPC_4chA_C_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.7067714228,-1.5466950585,162,6.5305,-11925.7807405,---,57.7833333333
,A_CON_666c_A,A_CON_6aa6aa6ccA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.0577982746,-2.5268491051,226,2.3372,-12334.1698733,---,79.7833333333
,C_CPC_4ie_C,C_CPC_4ieA_C_n1_m1_x1_y1_z1,,---,---,---,---,---,---,---,0
,A_CON_666g_A,A_CON_6aa6aa6ggA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.6088104409,-2.6117486227,193,2.2356,-3642.5092628,---,58.9166666667
,A_TON_4444_A,A_TON_4aa4aa4aa4aaA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.1728840715,-2.1273859901,201,0.0034,-2415.6384697,---,10.9333333333
,4hh4hh_CNC_4ff4ff_4hh4hh,4hh4hhA_CNC_4ff4ffA_4hh4hhA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-4.2844323885,-1.1069590954,265,9.7718,-3388.3642122,---,119.5
,E_TON_F_E,E_TON_F_E_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.6392871908,-1.9720089882,61,0.0007,-869.8985207,---,2.1666666667
,B_TON_B_B,B_TON_B_B_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.8194449088,-2.0596296443,70,0.0007,-2405.5525725,---,1.2166666667
,4444d_TON_A_4444d,4aa4aa4aa4ddA_TON_A_4aa4aa4aa4ddA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.6496275167,-2.4963723552,225,0.0063,-2784.6399108,---,61.9333333333
,CON_5_n2,_CON_A_5aa_n2_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.6969753246,-2.3867104782,123,5.6893,-2236.8523927,---,3.1333333333
,C_CPC_4ib_C,C_CPC_4ibA_C_n1_m1_x1_y1_z1,,---,---,---,---,---,---,---,0
,G_TON_F_G,G_TON_F_G_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.5339791353,-0.9330783525,65,0.0008,-1513.9885197,---,0.9166666667
,C_CPC_4eh_C,C_CPC_4ehA_C_n1_m1_x1_y1_z1,,---,-2.8833182337,-2.0484729769,142,7.282,---,---,11.1833333333
,A_TON_5h_A,A_TON_5hhA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-4.600628669,-1.4702310699,99,1.9454,-1892.2317465,---,27.8166666667
,4bf_CPC_C_4bf,4bfA_CPC_C_4bfA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.9579324958,-2.0022136243,144,2.0527,-7742.4955402,---,20.6333333333
,4hd_CPC_C_4hd,4hdA_CPC_C_4hdA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.9263672905,-2.2745995767,142,2.9337,-6968.0799244,---,16.7166666667
,4ad_TON_A_4ad,4adA_TON_A_4adA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.2907277204,-2.4558273932,93,0.0008,-1213.8148885,---,4.6166666667
,G_TON_E_G,G_TON_E_G_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.9682728217,-1.9570427271,69,0.0007,-1515.8560217,---,2.9333333333
,44d_TSP_A_44d,4aa4ddA_TSP_A_4aa4ddA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.7780652485,-2.7837245687,161,0.0007,-3079.5239532,---,32.4166666667
,A_TON_4h_A,A_TON_4hhA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-4.6025334658,-1.4013862687,97,1.6685,-1250.715484,---,26.35
,A_COP_666b_A,A_COP_6aa6aa6bbA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.0158927434,-2.3864383644,198,0.6527,-4461.3084646,---,42.35
,TSP_n2,_TSP_A__n2_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.6735735345,-2.9627754745,113,0.0011,-3571.4764587,---,8.1333333333
,A_TSP_5555d_A,A_TSP_5aa5aa5aa5ddA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.6169738561,-2.7317508256,249,0.0016,-6569.7906137,---,62.7666666667
,4_TON_8_4,4aaA_TON_8A_4aaA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.9903140426,-2.9731158004,121,0.0021,-1619.5856061,---,3.95
,TSP_8_n2,_TSP_A_8_n2_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.9309932258,-3.5007445334,153,2.0168,-4161.7522621,---,7.65
,A_TON_666h_A,A_TON_6aa6aa6hhA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-4.7766863225,-2.3510635654,177,5.1442,-2271.2025952,---,26.05
,A_CSP_444b_A,A_CSP_4aa4aa4bbA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.5451358027,-1.7921417409,206,0.2492,-5011.0411241,---,60.1166666667
,5ddD_TON_5hh5hhA_5ddD,5ddD_TON_5hh5hhA_5ddD_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-4.8357350255,-3.7244221087,235,3.8984,-4874.3201571,---,73.7666666667
,A_TON_66_A,A_TON_6aa6aaA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.8284063087,-2.4577321901,121,0.0011,-1555.5746159,---,4.6666666667
,888_TON_A_888,888A_TON_A_888A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.8009411678,-4.1320486389,161,0.001,-2337.9430988,---,4.9333333333
,3_TSP_A_A,3A_TSP_A_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.7552076861,-2.3477981993,63,1.4983,-1862.4788059,---,2.25
,A_TON_2_A,A_TON_2A_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.7500375231,-1.8370405243,55,0.0027,-722.0010097,---,1.7
,CON_2_n2,_CON_A_2_n2_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.8942578576,-2.5227673975,95,4.3889,-1288.0275431,---,8.6166666667
,A_CCC_7e_A,A_CCC_7eeA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.4550661221,-1.1913143853,151,1.4075,-1768.2579161,---,33.1833333333
,5ddD_TON_5hhH_5ddD,5ddD_TON_5hhH_5ddD_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-4.5796759034,-3.6555773076,185,3.1098,-3659.987016,---,36.65
,A_TSC_A_A,A_TSC_A_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.4697602694,-1.0819246222,49,0.0003,-1181.0568046,---,0.6333333333
,44c_CON_A_44c,4aa4ccA_CON_A_4aa4ccA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.900244362,-2.0133702917,186,2.0589,-11775.8560127,---,27.7666666667
,2_CSP_A_A,2A_CSP_A_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.6749341037,-2.1755501395,64,2.5074,-1863.7353546,---,1.6833333333
,A_CON_5_A_m2,A_CON_5aa_A_n1_m2_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-4.878729012,-2.3031715298,165,4.1007,-3340.4636732,---,9.2833333333
,7_TON_2_7,7aaA_TON_2A_7aaA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.3067640801,-2.0267038698,141,0.0028,-1722.4873404,---,6.4833333333
,A_CSP_666f_A,A_CSP_6aa6aa6ffA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.509216776,-2.2814024227,193,0.3437,-3569.7908136,---,51.45
,TON_n2,_TON_A__n2_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.2014743814,-2.3575942975,81,0.0011,-1133.205425,---,2.8833333333
,A_TON_A_8,A_TON_A_8A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.6959052261,-3.1328466236,61,1.8219,-862.3257417,---,1.05
,A_CON_44a_A,A_CON_4aa4aaA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.4675833587,-1.7646582432,121,2.2131,-1491.4250842,---,37.6833333333
,8_TON_4_8,8A_TON_4aaA_8A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.8392908622,-3.2710804536,121,0.0018,-1619.5677982,---,4.75
,A_CON_8_A_m2,A_CON_8_A_n1_m2_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.2599788567,-3.610950638,161,5.3013,-2313.6911492,---,7.6
,A_TOP_666b_A,A_TOP_6aa6aa6bbA_A_n1_m1_x1_y1_z1,,---,-5.0444463397,-3.090124751,198,0.0043,---,---,8.1
,444e_TON_A_444e,4aa4aa4eeA_TON_A_4aa4aa4eeA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.5369723875,-2.0008530551,185,0.0068,-2258.1358388,---,59.9166666667
,444e_TSP_A_444e,4aa4aa4eeA_TSP_A_4aa4aa4eeA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.3897588009,-2.3012667329,201,0.0044,-3477.2529812,---,78.0333333333
,9_TON_2_9,9A_TON_2A_9A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.0047177193,-1.7287392165,127,0.0026,-2281.2856818,---,6.7833333333
,A_TON_5_A_m2,A_TON_5aa_A_n1_m2_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-4.8926068178,-2.3241242954,165,0.0062,-3340.4653121,---,7.6333333333
,4ac_CPC_C_4ac,4acA_CPC_C_4acA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.0583425023,-2.1439849342,154,1.8637,-11815.0938516,---,10.85
,4d_TON_A_4d,4ddA_TON_A_4ddA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.6463805074,-3.1725752441,105,0.002,-1398.2806672,---,8.7666666667
,8_TON_6_8,8A_TON_6aaA_8A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.2096377965,-3.4076816006,121,0.0008,-1651.6393709,---,5.1833333333
,5f_CPC_A_5f,5ffA_CPC_A_5ffA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-4.9366892596,-1.4100939116,107,2.3737,-2473.0354621,---,16.4166666667
,4hf_CPC_C_4hf,4hfA_CPC_C_4hfA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.1192776453,-1.8288771091,138,2.9395,-6934.0162674,---,26.8666666667
,A_COP_666h_A,A_COP_6aa6aa6hhA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-4.7919246975,-2.1973192466,185,5.2013,-2844.3750308,---,44.2
,444a_CON_A_444a,4aa4aa4aaA_CON_A_4aa4aa4aaA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.5690818205,-1.8650682497,161,2.1528,-1953.5628144,---,35.1
,A_TON_5c_A,A_TON_5ccA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.158208281,-2.1086101352,148,0.0009,-11955.2186137,---,34.5333333333
,A_TON_8_A,A_TON_8A_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.4773978137,-3.1214178424,81,0.0006,-1157.4451104,---,3.4
,A_TON_6_A_m2,A_TON_6aa_A_n1_m2_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.6752062175,-2.446031295,161,0.0023,-2121.5809326,---,6.7
,4he_CPC_C_4he,4heA_CPC_C_4heA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.3873097763,-1.9194910174,142,2.8881,-6935.8804098,---,23.9833333333
,A_CSP_555c_A,A_CSP_5aa5aa5ccA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.4460863654,-2.1208552579,248,0.7657,-15381.6060294,---,58.1333333333
,444b_CSP_A_444b,4aa4aa4bbA_CSP_A_4aa4aa4bbA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.5241830371,-2.270789983,206,1.9989,-5011.0523057,---,37.4166666667
,7c_CCC_A_7c,7ccA_CCC_A_7ccA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.1916599264,-1.9113276022,192,0.9852,-11748.1589918,---,6.9
,A_CSN_555d_A,A_CSN_5aa5aa5ddA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.4988764501,-2.9203257157,199,3.1018,-4892.9862082,---,46.1833333333
,3_TON_7_3,3A_TON_7aaA_3A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.2153338303,-2.3159608802,139,0.0011,-1719.9421512,---,13.5666666667
,4ea_CPC_C_4ea,4eaA_CPC_C_4eaA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.7791537039,-1.9045247563,134,1.7365,-6825.1658573,---,22.1166666667
,A_TON_666b_A,A_TON_6aa6aa6bbA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.0662338036,-2.5578700827,190,0.005,-3888.1360017,---,81.5166666667
,4cd_CPC_C_4cd,4cdA_CPC_C_4cdA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.3900492715,-2.4623581254,166,2.2575,-11999.5665563,---,21.6333333333
,C_CPC_4dc_C,C_CPC_4dcA_C_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.11276527,-2.4784128418,166,6.1936,-11999.483437,---,44.1166666667
,9_TON_6_9,9A_TON_6aaA_9A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.2292116361,-2.0060232181,153,0.0009,-2620.6677255,---,6.25
,A_CON_7_A_m2,A_CON_7aa_A_n1_m2_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.1203661007,-1.82397906,253,4.9197,-3134.1272988,---,84.7666666667
,3_TON_5_3,3A_TON_5aaA_3A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.3105736738,-2.3575942975,95,0.0035,-1823.1103208,---,17.35
,A_TON_5555b_A,A_TON_5aa5aa5aa5bbA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-4.8705655968,-2.6035852076,238,0.0022,-6820.0705186,---,10.2666666667
,A_TON_666f_A,A_TON_6aa6aa6ffA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.4806448229,-2.7059000109,177,0.0053,-2350.6640407,---,11.0333333333
,7_TSP_7_n2,7aa_TSP_A_7aa_n2_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.2137011473,-2.2767764874,285,0.0016,-5572.4094869,---,76.1
,5b_CCC_A_5b,5bbA_CCC_A_5bbA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.3919357116,-1.8188088971,112,1.1112,-3405.2781526,---,8.8
,44b_CON_A_44b,4aa4bbA_CON_A_4aa4bbA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.9176596477,-2.0207173653,150,2.0665,-3329.8180483,---,28.9
,A_TON_666g_A,A_TON_6aa6aa6ggA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.6572467042,-2.6370552097,193,0.0051,-3642.510756,---,48.95
,4_CON_4_n2,4aa_CON_A_4aa_n2_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.6871792264,-2.0759564746,161,4.1942,-2057.4728874,---,19.5666666667
,A_TSP_5555e_A,A_TSP_5aa5aa5aa5eeA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.1511149644,-2.1464339588,249,0.0028,-6505.4062387,---,67.8
,C_CPC_4ed_C,C_CPC_4edA_C_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.6621447533,-3.2713525675,146,7.8338,-7009.5603741,---,53.25
,66_TON_A_66,6aa6aaA_TON_A_6aa6aaA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.9203807861,-2.444398612,121,0.0016,-1555.5944216,---,3.9166666667
,5e_CCC_A_5e,5eeA_CCC_A_5eeA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.1508428506,-1.7725495445,107,1.0678,-1871.4921694,---,22.1666666667
,A_CPC_5e_A,A_CPC_5eeA_A_n1_m1_x1_y1_z1,,---,-5.7753441101,-1.6228869333,115,2.8033,---,---,269.366666667
,66h_CON_A_66h,6aa6hhA_CON_A_6aa6hhA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-4.9176412909,-2.1475224141,137,5.5533,-1777.0269809,---,6.8666666667
,A_CSN_666i_A,A_CSN_6aa6aa6iiA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.8406514314,-2.1537810324,185,4.0348,-2852.9847619,---,32.9666666667
,A_TSP_666d_A,A_TSP_6aa6aa6ddA_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.0398387612,-2.7951533499,201,0.0061,-3637.8385531,---,64.9
,TSP_n4,_TSP_A__n4_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.5848644231,-3.2893120808,225,0.0023,-7141.7619327,---,15.9666666667
,C_CPC_4he_C,C_CPC_4heA_C_n1_m1_x1_y1_z1,,---,-3.6234678746,-2.0041184212,142,3.8367,---,---,56.55
,TON,A_TON_A_A_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-6.4607988695,-1.3197521171,41,0.0006,-567.1965205,---,0.35
,C_TON_F_C,C_TON_F_C_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.8645974492,-1.3665556974,82,0.0007,-5859.8079947,---,1.35
,5a_TON_A_5a,5aaA_TON_A_5aaA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.5636395437,-1.9507841088,83,0.0045,-1670.8398252,---,2.5333333333
,A_CSP_A_5,A_CSP_A_5aaA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.5181965327,-2.2416738023,78,2.764,-2338.1468426,---,2.5
,444e_CSP_A_444e,4aa4aa4eeA_CSP_A_4aa4aa4eeA_n1_m1_x1_y1_z1,,opt B3LYP/6-31g(d) geom=connectivity,-5.4520728699,-2.2062990033,201,1.9857,-3477.2526343,---,49.6666666667
,A_TSP_444f_A,A_TSP_4aa4aa4ffA_A_n1_m1_x1_y1_z1,,---,-4.1483754692,-2.4574600763,193,0.0081,---,---,18.0833333333
